x y
1.000000000000000082e-05 1.699999999999999905e-03
3.727593720314938141e-05 6.599999999999999964e-03
1.389495494373137348e-04 2.409999999999999989e-02
5.179474679231213042e-04 8.550000000000000655e-02
1.930697728883249645e-03 2.424999999999999933e-01
7.196856730011513652e-03 4.532999999999999807e-01
2.682695795279724585e-02 4.989000000000000101e-01
1.000000000000000056e-01 5.034999999999999476e-01
