x y
1.000000000000000082e-05 5.199999999999999761e-03
3.727593720314938141e-05 2.040000000000000147e-02
1.389495494373137348e-04 7.099999999999999367e-02
5.179474679231213042e-04 2.308000000000000052e-01
1.930697728883249645e-03 4.531999999999999917e-01
7.196856730011513652e-03 5.070000000000000062e-01
2.682695795279724585e-02 4.944000000000000061e-01
1.000000000000000056e-01 4.984000000000000097e-01
