x y
1.000000000000000082e-05 3.299999999999999982e-03
3.727593720314938141e-05 1.490000000000000005e-02
1.389495494373137348e-04 5.639999999999999875e-02
5.179474679231213042e-04 1.734999999999999876e-01
1.930697728883249645e-03 3.915000000000000147e-01
7.196856730011513652e-03 5.030999999999999917e-01
2.682695795279724585e-02 5.037000000000000366e-01
1.000000000000000056e-01 4.996999999999999775e-01
